hole_id,X,Y,Z,grade
DH101,328.8803650192572,78.91302793269861,-171.94233145624275,2.4218249806317833
DH102,214.11012319474065,229.45647179940926,-70.0628902153561,2.9230630056267612
DH103,261.87005395524017,255.49998640884115,-136.24562921190005,3.883602176279869
DH104,436.4046042823872,243.73370299703993,-235.8064094017708,4.040399666377109
DH105,172.1053334980131,38.498271051217394,-1.1595851427507853,0.9841543165231218
DH106,295.1454911448573,264.4765844059797,-27.82517332291681,2.6911186677040018
DH107,341.8421866697718,252.78188987180746,-20.91901625664923,3.712978138560821
DH108,177.70688851175603,329.5541956008057,-188.3561174815903,3.479736281441982
DH109,259.54924324799504,321.40507965213135,-151.472436318758,3.3413111107318625
DH110,382.6236916392613,130.86728317306228,-193.20512477166164,3.133361672546634
DH111,454.5896569952751,288.81893317062156,-218.77340445558357,5.227504290177963
DH112,75.53113903840774,346.9093550289424,-241.7440188335661,3.192852673601119
DH113,466.7096961537143,357.1791032763158,-124.16588800339825,4.661555040680207
DH114,2.5894329077160716,64.6049307787997,-219.21658598340258,0.887536979390157
DH115,376.488751798877,10.680940034513853,-205.92390715796822,1.7573755904087225
DH116,405.2634151586226,260.32297736889143,-34.88107988559477,3.96005187457624
DH117,68.38202577129077,85.87050909750533,-128.93930784151718,1.024363121371963
DH118,209.4518254565926,225.48388970682768,-204.07411974493766,2.965294884131724
DH119,407.6281389975228,377.92181192273637,-82.53386004567196,5.134810790981923
